ID,Cases
WC-DC3,Overberg
1609884000000,9745
1609797600000,9423
1609711200000,9224
1609624800000,9185
1609538400000,9043
1609452000000,8905
1609365600000,8511
1609279200000,8239
1609192800000,7804
1609106400000,7580
1609020000000,7539
1608933600000,7511
1608847200000,7485
1608760800000,7151
1608674400000,6889
1608588000000,6592
1608501600000,6414
1608415200000,6287
1608328800000,6102
1608242400000,5978
1608156000000,5752
1608069600000,5660
1607983200000,5462
1607896800000,5337
1607810400000,5258
1607724000000,5155
1607637600000,5022
1607551200000,4817
1607464800000,4626
1607378400000,4500
1607292000000,4409
1607205600000,4396
1607119200000,4300
1607032800000,4186
1606946400000,4131
1606860000000,4057
1606773600000,3994
1606687200000,3943
1606600800000,3936
1606514400000,3927
1606428000000,3898
1606341600000,3868
1606255200000,3825
1606168800000,3800
1606082400000,3751
1605996000000,3747
1605909600000,3744
1605823200000,3711
1605736800000,3683
1605650400000,3673
1605564000000,3667
1605477600000,3651
1605391200000,3647
1605304800000,3641
1605218400000,3622
1605132000000,3606
1605045600000,3600
1604959200000,3571
1604872800000,3558
1604786400000,3554
1604700000000,3553
1604613600000,3549
1604527200000,3535
1604440800000,3521
1604354400000,3508
1604268000000,3494
1604181600000,3493
1604095200000,3486
1604008800000,3475
1603922400000,3463
1603836000000,3458
1603749600000,3447
1603576800000,3443
1603490400000,3436
1603404000000,3417
1603317600000,3395
1603231200000,3382
1603144800000,3358
1603058400000,3342
1602972000000,3339
1602885600000,3337
1602799200000,3329
1602712800000,3317
1602626400000,3308
1602540000000,3305
1602367200000,3290
1602280800000,3289
1602194400000,3280
1602108000000,3275
1602021600000,3268
1601935200000,3262
1601762400000,3257
1601676000000,3253
1601589600000,3248
1601503200000,3239
1601416800000,3232
1601330400000,3226
1601157600000,3218
1601071200000,3217
1600984800000,3210
1600898400000,3208
1600812000000,3198
1600725600000,3191
1600639200000,3186
1600466400000,3184
1600380000000,3175
1600293600000,3167
1600207200000,3163
1600120800000,3151
1600034400000,3143
1599948000000,3142
1599861600000,3140
1599775200000,3133
1599688800000,3120
1599602400000,3107
1599516000000,3085
1599429600000,3077
1599343200000,3076
1599256800000,3072
1599170400000,3059
1599084000000,3048
1598997600000,3039
1598911200000,3030
1598824800000,3016
1598738400000,3014
1598652000000,3011
1598565600000,2999
1598479200000,2983
1598392800000,2974
1598306400000,2956
1598220000000,2940
1598133600000,2939
1598047200000,2937
1597960800000,2926
1597874400000,2910
1597788000000,2904
1597701600000,2894
1597615200000,2872
1597528800000,2871
1597442400000,2867
1597356000000,2854
1597269600000,2844
1597183200000,2828
1597096800000,2811
1597010400000,2810
1596924000000,2806
1596837600000,2804
1596751200000,2785
1596664800000,2769
1596578400000,2752
1596492000000,2737
1596405600000,2706
1596319200000,2698
1596232800000,2693
1596146400000,2665
1596060000000,2646
1595973600000,2600
1595887200000,2570
1595800800000,2539
1595714400000,2536
1595628000000,2518
1595541600000,2465
1595455200000,2442
1595368800000,2389
1595282400000,2353
1595196000000,2317
1595109600000,2282
1595023200000,2264
1594936800000,2217
1594850400000,2174
1594764000000,2129
1594677600000,2106
1594591200000,2058
1594504800000,2050
1594418400000,2005
1594332000000,1945
1594245600000,1912
1594159200000,1826
1594072800000,1754
1593986400000,1695
1593900000000,1673
1593813600000,1612
1593727200000,1529
1593640800000,1438
1593554400000,1366
1593468000000,1276
1593381600000,1207
1593295200000,1194
1593208800000,1153
1593122400000,1078
1593036000000,997
1592949600000,931
1592863200000,875
1592776800000,810
1592690400000,796
1592604000000,757
1592517600000,718
1592431200000,652
1592344800000,613
1592258400000,591
1592172000000,566
1592085600000,564
1591999200000,551
1591912800000,516
1591826400000,492
1591740000000,468
1591653600000,431
1591567200000,394
1591480800000,378
1591394400000,358
1591308000000,335
1591221600000,315
1591135200000,294
1591048800000,283
1590962400000,263
1590876000000,250
1590789600000,237
1590703200000,221
1590616800000,199
1590530400000,193
1590444000000,185
1590271200000,166
1590184800000,146
1590098400000,124
1590012000000,117
1589925600000,111
1589839200000,100
1589752800000,83
1589580000000,79
1589493600000,72
1589407200000,65
1589320800000,62
1589234400000,52
1589148000000,48
1589061600000,44
1588975200000,42
1588888800000,32
1588802400000,30
1588716000000,25
1588629600000,23
1588543200000,20
1588370400000,17
1588284000000,16
1588197600000,13
1588111200000,12
1587852000000,10
1587765600000,8
1587679200000,7
1587506400000,5
1586988000000,4
1586642400000,3
1585778400000,2
1584655200000,1
