,ID,Cases
0,1585260000000,1
1,1585692000000,2
2,1587679200000,4
3,1587765600000,7
4,1587938400000,8
5,1588111200000,11
6,1588370400000,12
7,1588543200000,13
8,1588629600000,14
9,1588802400000,15
10,1589580000000,17
11,1589666400000,18
12,1589839200000,20
13,1589925600000,23
14,1590012000000,26
15,1590184800000,30
16,1590444000000,33
17,1590530400000,34
18,1590789600000,35
19,1590876000000,41
20,1590962400000,42
21,1591048800000,43
22,1591135200000,46
23,1591221600000,48
24,1591308000000,52
25,1591394400000,53
26,1591480800000,63
27,1591653600000,72
28,1591740000000,78
29,1591826400000,86
30,1591912800000,88
31,1591999200000,112
32,1592085600000,117
33,1592172000000,119
34,1592258400000,131
35,1592344800000,135
36,1592431200000,151
37,1592517600000,157
38,1592604000000,164
39,1592690400000,166
40,1592776800000,167
41,1592863200000,193
42,1592949600000,208
43,1593036000000,242
44,1593122400000,268
45,1593208800000,298
46,1593295200000,308
47,1593381600000,312
48,1593468000000,388
49,1593554400000,436
50,1593640800000,490
51,1593727200000,531
52,1593813600000,602
53,1593900000000,621
54,1593986400000,633
55,1594072800000,757
56,1594159200000,870
57,1594245600000,979
58,1594332000000,1095
59,1594418400000,1218
60,1594504800000,1285
61,1594591200000,1329
62,1594677600000,1544
63,1594764000000,1739
64,1594850400000,1912
65,1594936800000,2073
66,1595023200000,2252
67,1595109600000,2365
68,1595196000000,2436
69,1595282400000,2692
70,1595368800000,2946
71,1595455200000,3148
72,1595541600000,3398
73,1595628000000,3597
74,1595714400000,3684
75,1595800800000,3719
76,1595887200000,3991
77,1595973600000,4216
78,1596060000000,4428
79,1596146400000,4617
80,1596232800000,4805
81,1596319200000,4883
82,1596405600000,4899
83,1596492000000,5112
84,1596578400000,5302
85,1596664800000,5473
86,1596751200000,5623
87,1596837600000,5761
88,1596924000000,5821
89,1597010400000,5835
90,1597096800000,5849
91,1597183200000,6009
92,1597269600000,6149
93,1597356000000,6247
94,1597442400000,6332
95,1597528800000,6366
96,1597615200000,6375
97,1597701600000,6491
98,1597788000000,6579
99,1597874400000,6652
100,1597960800000,6696
101,1598047200000,6746
102,1598133600000,6762
103,1598220000000,6769
104,1598306400000,6869
105,1598392800000,6916
106,1598479200000,6966
107,1598565600000,7007
108,1598652000000,7062
109,1598738400000,7077
110,1598824800000,7082
111,1598911200000,7141
112,1598997600000,7181
113,1599084000000,7216
114,1599170400000,7238
115,1599256800000,7278
116,1599343200000,7297
117,1599429600000,7300
118,1599516000000,7345
119,1599602400000,7366
120,1599688800000,7384
121,1599775200000,7412
122,1599861600000,7442
123,1599948000000,7455
124,1600034400000,7458
125,1600120800000,7481
126,1600207200000,7514
127,1600293600000,7542
128,1600380000000,7565
129,1600466400000,7585
130,1600552800000,7600
131,1600639200000,7603
132,1600725600000,7626
133,1600812000000,7646
134,1600898400000,7658
135,1600984800000,7666
136,1601071200000,7682
137,1601157600000,7691
138,1601244000000,7706
139,1601330400000,7728
140,1601416800000,7743
141,1601503200000,7761
142,1601589600000,7775
143,1601676000000,7790
144,1601762400000,7795
145,1601848800000,7802
146,1601935200000,7820
147,1602021600000,7846
148,1602108000000,7873
149,1602194400000,7890
150,1602280800000,7914
151,1602367200000,7915
152,1602540000000,7930
153,1602626400000,7949
154,1602712800000,7963
155,1602799200000,7981
156,1602885600000,8011
157,1602972000000,8014
158,1603058400000,8026
159,1603144800000,8044
160,1603231200000,8071
161,1603317600000,8081
162,1603404000000,8092
163,1603490400000,8106
164,1603576800000,8112
165,1603663200000,8115
166,1603749600000,8138
167,1603836000000,8147
168,1603922400000,8159
169,1604008800000,8180
170,1604095200000,8191
171,1604181600000,8194
172,1604354400000,8209
173,1604440800000,8230
174,1604527200000,8244
175,1604613600000,8263
176,1604700000000,8282
177,1604786400000,8288
178,1604872800000,8289
179,1604959200000,8305
180,1605045600000,8323
181,1605132000000,8334
182,1605218400000,8349
183,1605304800000,8363
184,1605391200000,8370
185,1605477600000,8373
186,1605564000000,8382
187,1605650400000,8401
188,1605736800000,8413
189,1605823200000,8421
190,1605909600000,8439
191,1605996000000,8443
192,1606082400000,8444
193,1606168800000,8468
194,1606255200000,8483
195,1606341600000,8496
196,1606428000000,8506
197,1606514400000,8517
198,1606600800000,8522
199,1606687200000,8523
200,1606773600000,8532
201,1606860000000,8538
202,1606946400000,8546
203,1607032800000,8556
204,1607119200000,8579
205,1607205600000,8587
206,1607292000000,8588
207,1607378400000,8598
208,1607464800000,8611
209,1607551200000,8626
210,1607637600000,8644
211,1607724000000,8659
212,1607810400000,8666
213,1607896800000,8671
214,1607983200000,8702
215,1608069600000,8731
216,1608156000000,8740
217,1608242400000,8782
